filepath,family_id,split
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s169.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s170.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s171.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s172.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s173.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s174.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s175.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s176.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s177.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s178.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s179.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s180.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s181.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s182.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s183.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s184.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s185.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s186.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s187.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s188.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s189.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s190.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s191.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s192.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s193.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s194.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s195.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s196.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s197.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s198.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s199.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s200.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s201.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s202.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s203.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s204.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s205.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s206.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s207.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s208.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s209.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s210.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s211.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s212.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s213.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s214.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s215.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s216.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s217.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s218.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s219.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s220.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s221.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s222.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s223.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s224.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s225.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s226.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s227.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s228.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s229.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s230.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s231.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s232.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s233.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s234.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s235.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s236.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s237.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s238.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s239.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s240.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_230_145.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_230_166.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_230_186.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_233_138.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_233_141.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_233_142.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_233_148.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_233_155.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_233_163.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_233_164.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_233_187.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_233_199.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_235_138.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_235_142.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_235_149.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_235_219.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_235_228.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_13_3.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_14_3.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_15_1.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_15_3.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_15_5.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_20_1.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_21_1.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_22_1.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_23_5.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_25_3.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_26_3.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_35_1.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_36_4.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_37_4.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_38_2.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_46_1.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_48_1.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_49_1.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_50_1.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_50_2.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_50_3.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_51_3.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_53_1.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_53_4.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_54_1.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_54_4.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_74_4.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_252_75_4.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_208_78_1.xml,textil2,train
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_190_2.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_208_15_1.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_208_16_1.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_216_54.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_216_69.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_216_7.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\20_Ms_216_82.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_I_1860a_s11.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_I_1860a_s24.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s10.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s11.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s13.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s14.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s15.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s19.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s2.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s20.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s21.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s22.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s23.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s24.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s25.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s26.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s27.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s28.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s29.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s3.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s31.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s33.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s34.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s36.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s37.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s38.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s39.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s4.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s40.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s42.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s43.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s44.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s45.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s46.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s47.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s48.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s49.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s50.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s51.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s52.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s53.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s54.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s55.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s56.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s57.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s58.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s59.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s60.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s61.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s62.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s63.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s64.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s65.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s66.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s67.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s68.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s69.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s7.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s72.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s73.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s74.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s75.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s76.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s77.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s78.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s79.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s80.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s81.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s82.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s83.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s84.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s85.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s86.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s87.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s88.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s89.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s90.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s91.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s92.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s93.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s94.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s95.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s96.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s97.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s98.xml,textil1,dev
C:\Users\elena\Documents\WORK\USI\STIL PROJECT\ML\training_data\Stil_Bd.1_Aufl_II_1878d_s99.xml,textil1,dev
